-.2364E+02 0.1378E+03 0.0000E+00   0.300364E+08     193.500000
-.2297E+02 -.3157E+02 0.0000E+00   0.300376E+08     193.500000
-.2250E+02 -.1855E+03 0.0000E+00   0.300362E+08     193.500000
-.2225E+02 -.1219E+03 0.0000E+00   0.300365E+08     193.500000
-.2108E+02 0.1243E+03 0.0000E+00   0.300364E+08     193.500000
-.2041E+02 0.1629E+03 0.0000E+00   0.300362E+08     193.500000
-.2039E+02 0.1894E+03 0.0000E+00   0.300361E+08     193.500000
-.2039E+02 0.2000E+03 0.0000E+00   0.300361E+08     193.500000
-.1984E+02 0.1772E+03 0.0000E+00   0.300361E+08     193.500000
-.1844E+02 0.8917E+02 0.0000E+00   0.300365E+08     193.500000
-.1817E+02 -.7242E+02 0.0000E+00   0.300366E+08     193.500000
-.1807E+02 0.3330E+02 0.0000E+00   0.300370E+08     193.500000
-.1746E+02 -.1086E+03 0.0000E+00   0.300363E+08     193.500000
-.1671E+02 0.1505E+03 0.0000E+00   0.300360E+08     193.500000
-.1663E+02 0.6133E+02 0.0000E+00   0.300366E+08     193.500000
-.1529E+02 -.1571E+03 0.0000E+00   0.300359E+08     193.500000
-.1384E+02 -.8552E+02 0.0000E+00   0.300362E+08     193.500000
-.1253E+02 -.1441E+03 0.0000E+00   0.300358E+08     193.500000
-.1250E+02 0.2000E+03 0.0000E+00   0.300357E+08     193.500000
-.1237E+02 0.1131E+03 0.0000E+00   0.300359E+08     193.500000
-.1228E+02 -.4122E+02 0.0000E+00   0.300364E+08     193.500000
-.1204E+02 -.6017E+02 0.0000E+00   0.300362E+08     193.500000
-.1202E+02 -.8824E+01 0.0000E+00   0.300365E+08     193.500000
-.1186E+02 0.2161E+02 0.0000E+00   0.300364E+08     193.500000
-.1177E+02 0.7165E+01 0.0000E+00   0.300365E+08     193.500000
-.1154E+02 -.1779E+03 0.0000E+00   0.300357E+08     193.500000
-.1044E+02 -.2560E+02 0.0000E+00   0.300363E+08     193.500000
-.1018E+02 -.2000E+03 0.0000E+00   0.300356E+08     193.500000
-.8845E+01 -.1306E+03 0.0000E+00   0.300357E+08     193.500000
0.0000E+00 -.2000E+03 0.0000E+00   0.300352E+08     193.500000
0.0000E+00 -.1852E+03 0.0000E+00   0.300352E+08     193.500000
0.0000E+00 -.1704E+03 0.0000E+00   0.300352E+08     193.500000
0.0000E+00 -.1555E+03 0.0000E+00   0.300352E+08     193.500000
0.0000E+00 -.1407E+03 0.0000E+00   0.300352E+08     193.500000
0.0000E+00 -.1259E+03 0.0000E+00   0.300352E+08     193.500000
0.0000E+00 -.1111E+03 0.0000E+00   0.300352E+08     193.500000
0.0000E+00 -.9630E+02 0.0000E+00   0.300352E+08     193.500000
0.0000E+00 -.8148E+02 0.0000E+00   0.300352E+08     193.500000
